"Date","Price","Open","High","Low","Vol.","Change %"
"10/20/2020","712.66","719.29","719.81","710.37","84.54M","-0.72%"
"10/19/2020","717.81","727.61","729.54","717.34","80.21M","-1.03%"
"10/16/2020","725.31","728.23","729.06","722.92","68.75M","-0.28%"
"10/15/2020","727.38","728.26","729.16","724.47","72.76M","-0.85%"
"10/14/2020","733.64","735.68","737.95","733.24","84.89M","0.42%"
"10/13/2020","730.56","734.16","735.54","725.92","85.39M","-0.23%"
"10/09/2020","732.25","722.32","732.25","721.60","83.15M","2.36%"
"10/08/2020","715.34","713.22","715.34","711.96","69.75M","0.91%"
"10/07/2020","708.86","707.39","711.66","707.39","61.72M","0.42%"
"10/06/2020","705.89","716.54","717.48","705.57","67.35M","-0.97%"
"10/05/2020","712.80","715.11","716.48","712.80","75.86M","0.59%"
"10/02/2020","708.60","713.15","714.02","706.96","59.62M","-1.30%"
"10/01/2020","717.92","711.43","717.92","711.43","70.17M","1.61%"
"09/30/2020","706.51","713.83","713.83","705.88","69.26M","-0.85%"
"09/29/2020","712.54","712.73","712.83","709.25","68.11M","0.52%"
"09/28/2020","708.83","706.68","709.79","704.19","70.94M","1.95%"
"09/25/2020","695.26","684.80","695.33","683.92","56.80M","1.30%"
"09/24/2020","686.31","669.97","689.08","665.14","95.45M","1.37%"
"09/23/2020","677.04","709.18","710.76","675.61","108.32M","-5.27%"
"09/22/2020","714.70","722.05","723.18","713.11","70.42M","-0.72%"
"09/21/2020","719.86","730.55","732.11","714.62","101.54M","-3.42%"
"09/18/2020","745.37","744.75","746.82","740.98","110.92M","0.29%"
"09/17/2020","743.22","740.40","744.06","737.25","66.26M","-0.55%"
"09/16/2020","747.35","742.71","748.54","742.71","81.32M","0.73%"
"09/15/2020","741.91","743.57","744.82","737.82","80.76M","0.02%"
"09/14/2020","741.73","738.51","743.80","738.05","80.07M","1.14%"
"09/11/2020","733.37","741.03","741.07","731.06","65.37M","-1.17%"
"09/10/2020","742.05","747.56","753.94","739.95","78.15M","-0.16%"
"09/09/2020","743.26","735.32","743.93","735.13","78.75M","1.71%"
"09/08/2020","730.77","725.50","734.90","718.50","91.24M","-0.40%"
"09/04/2020","733.69","729.45","733.69","713.94","73.44M","0.46%"
"09/03/2020","730.35","747.51","747.51","728.09","84.61M","-2.57%"
